"urban","age","sex","c.all","c.touch","c.age.under5","c.age.6to19","c.age.20to64","c.age.over65","c.home","c.work","c.all.other","c.dur.1","c.dur.2","c.dur.3","c.dur.4","c.freq.1","c.freq.2","c.freq.3","c.freq.4","c.freq.5","dist.1","dist.2","dist.3","dist.4"
"Urban","60-64","male",5,2,0,1,4,0,3,0,2,2,0,0,3,3,0,0,0,2,4,1,0,0
"Urban","60-64","male",13,1,1,1,6,5,5,0,5,4,0,0,9,8,4,1,0,0,13,0,0,0
"Urban","35-39","male",6,4,1,1,4,0,4,0,1,1,0,0,5,5,0,1,0,0,5,1,0,0
"Urban","30-34","female",10,5,1,2,7,0,6,0,4,2,1,0,7,6,1,2,0,1,6,4,0,0
"Urban","45-49","female",7,3,1,0,6,0,3,0,4,4,1,1,1,1,2,0,0,4,3,4,0,0
"Urban","50-54","male",24,2,1,0,23,0,2,0,22,15,0,0,9,20,2,0,2,0,10,14,0,0
"Urban","55-59","male",36,0,0,1,35,0,1,0,35,31,0,4,1,35,0,0,0,1,36,0,0,0
"Urban","15-19","female",1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Urban","60-64","male",12,1,0,1,11,0,4,0,8,0,0,4,8,8,0,4,0,0,12,0,0,0
"Urban","60-64","female",11,1,0,1,10,0,4,0,7,7,0,0,4,7,0,0,2,2,11,0,0,0
"Urban","5-9","female",9,7,0,4,5,0,4,5,0,4,0,0,5,9,0,0,0,0,9,0,0,0
"Urban","30-34","female",8,2,0,0,8,0,4,0,4,4,0,0,4,4,4,0,0,0,8,0,0,0
"Urban","25-29","female",9,3,1,0,8,0,4,0,7,4,1,0,4,4,0,0,0,5,5,4,0,0
"Urban","30-34","male",21,2,1,0,20,0,7,6,8,7,0,0,14,8,0,3,6,4,10,11,0,0
"Urban","40-44","female",7,1,0,2,5,0,3,0,4,4,0,0,3,3,0,0,1,3,4,3,0,0
"Urban","40-44","male",130,31,0,2,128,0,6,103,20,83,4,0,43,94,4,0,30,2,17,113,0,0
"Urban","15-19","female",27,5,0,19,8,0,3,0,24,21,0,3,3,22,3,0,0,2,3,0,24,0
"Urban","10-14","male",131,13,0,118,13,0,3,0,128,51,71,0,9,126,0,0,0,5,30,101,0,0
"Urban","45-49","female",5,2,1,0,4,0,5,0,0,0,0,0,5,5,0,0,0,0,5,0,0,0
"Urban","20-24","female",42,3,1,1,34,0,4,38,38,32,0,0,10,8,0,2,0,32,4,38,0,0
"Urban","45-49","male",17,1,1,0,16,0,4,0,13,10,0,0,7,16,0,0,0,1,17,0,0,0
"Urban","40-44","male",41,2,0,0,41,0,4,22,15,24,13,0,4,16,14,0,5,6,5,36,0,0
"Urban","40-44","female",38,1,0,1,37,0,2,29,7,7,0,0,31,35,0,3,0,0,9,29,0,0
"Urban","10-14","female",48,5,0,19,29,0,2,0,46,16,18,6,8,45,0,0,0,3,5,43,0,0
"Urban","40-44","female",19,2,0,1,18,0,2,17,0,15,0,0,4,19,0,0,0,0,2,17,0,0
"Urban","15-19","male",32,10,0,19,13,0,2,0,30,2,0,10,20,30,1,0,0,1,2,30,0,0
"Urban","60-64","male",20,2,0,1,19,0,2,0,18,18,0,0,2,2,10,0,4,4,16,4,0,0
"Urban","45-49","female",12,0,0,2,10,0,4,8,0,0,0,0,12,12,0,0,0,0,12,0,0,0
"Urban","15-19","female",8,5,0,1,7,0,6,0,2,1,0,0,7,7,0,0,0,1,6,2,0,0
"Urban","20-24","male",12,4,0,2,10,0,5,1,6,2,2,0,8,6,0,0,4,2,5,2,5,0
"Urban","15-19","male",39,20,0,0,39,0,4,15,20,0,0,0,39,16,0,0,0,23,4,0,35,0
"Rural","65-69","female",11,2,0,2,9,0,0,0,11,6,3,0,2,11,0,0,0,0,11,0,0,0
"Rural","50-54","male",54,1,0,0,54,0,52,0,2,52,0,0,2,52,2,0,0,0,54,0,0,0
"Rural","20-24","male",32,1,0,0,32,0,32,0,0,30,0,0,2,2,30,0,0,0,32,0,0,0
"Rural","45-49","female",32,2,0,0,32,0,32,0,0,30,0,0,2,2,30,0,0,0,32,0,0,0
"Rural","25-29","female",8,2,2,0,6,0,4,0,4,4,0,0,4,4,2,0,0,2,8,0,0,0
"Rural","25-29","male",23,9,1,0,22,0,4,19,0,0,0,0,23,23,0,0,0,0,4,19,0,0
"Rural","55-59","female",10,3,1,0,9,0,4,0,6,1,5,0,4,9,1,0,0,0,10,0,0,0
"Rural","60-64","male",20,2,1,0,19,0,4,0,16,16,0,0,4,20,0,0,0,0,20,0,0,0
"Rural","30-34","female",24,2,1,0,22,1,4,0,20,20,0,0,4,24,0,0,0,0,24,0,0,0
"Rural","60-64","female",10,0,1,0,8,1,4,0,6,2,0,0,8,8,0,0,0,2,10,0,0,0
"Rural","50-54","male",1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Rural","50-54","female",17,1,0,0,17,0,1,0,16,12,0,0,5,15,0,0,2,0,15,2,0,0
"Rural","55-59","male",16,2,0,0,16,0,3,0,13,10,3,0,3,13,3,0,0,0,16,0,0,0
"Rural","55-59","female",45,1,0,0,45,0,2,0,43,43,0,0,2,45,0,0,0,0,15,30,0,0
"Rural","65-69","male",18,2,0,10,8,0,2,0,16,11,0,0,7,18,0,0,0,0,18,0,0,0
"Rural","20-24","male",14,2,0,0,14,0,2,11,1,10,0,1,3,2,8,0,1,3,2,11,1,0
"Rural","65-69","female",20,1,0,1,19,0,3,0,17,19,0,0,1,18,0,0,0,2,18,2,0,0
"Rural","40-44","male",7,3,0,2,5,0,3,0,4,4,0,0,3,7,0,0,0,0,7,0,0,0
"Rural","40-44","female",12,3,0,2,10,0,3,6,3,4,0,5,3,12,0,0,0,0,6,6,0,0
"Rural","15-19","female",62,6,2,43,17,0,5,12,45,57,2,0,3,53,3,6,0,0,7,55,0,0
"Rural","10-14","male",49,5,0,41,8,0,3,6,40,0,0,0,49,49,0,0,0,0,3,46,0,0
"Rural","55-59","male",36,13,1,0,35,0,3,0,30,21,0,0,15,36,0,0,0,0,17,19,0,0
"Rural","25-29","female",22,3,2,1,19,0,3,1,18,13,0,0,9,20,0,0,0,2,3,16,3,0
"Rural","50-54","male",58,3,1,0,57,0,4,0,54,54,0,0,4,56,0,2,0,0,58,0,0,0
"Rural","45-49","female",13,3,1,0,12,0,6,0,7,9,0,0,4,10,0,0,3,0,13,0,0,0
"Rural","20-24","male",22,5,0,0,22,0,0,8,14,8,0,0,14,2,6,0,5,9,0,8,14,0
"Rural","25-29","male",4,0,0,0,4,0,4,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0
"Rural","50-54","female",20,1,0,0,20,0,14,0,6,16,1,0,3,20,0,0,0,0,20,0,0,0
"Rural","50-54","male",27,1,0,0,27,0,4,6,17,15,1,2,9,25,0,0,2,0,27,0,0,0
"Rural","20-24","female",32,0,0,0,32,0,4,25,3,12,2,11,7,20,0,0,1,11,7,25,0,0
"Rural","20-24","female",13,0,0,0,13,0,4,3,6,6,1,0,6,13,0,0,0,0,4,9,0,0
"Rural","40-44","male",43,2,0,1,41,1,3,0,40,0,26,10,7,3,10,0,26,4,43,0,0,0
"Rural","40-44","female",21,1,0,1,19,1,3,13,5,15,0,0,6,21,0,0,0,0,21,0,0,0
"Rural","80+","female",8,0,0,1,3,4,3,0,5,1,0,0,7,7,1,0,0,0,8,0,0,0
"Rural","10-14","male",16,4,0,13,2,1,3,0,13,0,2,0,14,16,0,0,0,0,3,13,0,0
"Rural","45-49","female",10,3,1,0,8,1,4,0,6,2,1,1,6,7,1,1,1,0,10,0,0,0
"Rural","20-24","male",49,3,1,0,47,1,5,44,0,3,1,25,20,48,1,0,0,0,5,44,0,0
"Rural","40-44","male",59,1,0,0,59,0,2,35,22,48,1,0,10,46,6,0,5,2,51,8,0,0
"Rural","50-54","female",6,1,0,0,6,0,2,2,2,4,0,0,2,2,4,0,0,0,6,0,0,0
"Rural","20-24","female",642,113,0,0,641,1,2,630,10,633,1,5,3,36,1,4,0,601,3,636,3,0
"Rural","50-54","male",7,2,0,0,7,0,2,5,0,0,0,0,7,7,0,0,0,0,7,0,0,0
"Rural","80+","female",17,6,0,3,4,10,6,0,11,8,0,0,9,17,0,0,0,0,17,0,0,0
"Rural","70-74","male",14,0,0,0,14,0,0,0,14,7,1,0,6,9,0,0,3,2,0,7,7,0
"Rural","60-64","male",9,0,0,0,9,0,0,0,9,7,0,2,0,1,1,2,5,0,1,8,0,0
"Rural","55-59","female",24,2,1,0,22,1,2,0,22,21,1,0,2,22,0,0,0,2,22,2,0,0
"Rural","0-4","male",11,3,3,0,8,0,2,0,9,6,3,0,2,10,0,0,0,1,10,1,0,0
"Rural","60-64","male",4,2,1,0,3,0,2,1,1,1,0,0,3,2,0,0,1,1,4,0,0,0
"Rural","50-54","female",41,0,0,0,41,0,2,23,16,36,0,0,5,29,12,0,0,0,18,23,0,0
"Rural","25-29","male",13,0,0,0,13,0,7,0,6,9,0,0,4,10,2,0,1,0,11,2,0,0
"Rural","20-24","male",7,0,0,0,7,0,5,0,2,1,0,0,6,4,0,3,0,0,7,0,0,0
"Rural","45-49","female",96,2,4,0,22,0,1,73,18,12,72,10,2,94,0,0,2,0,96,0,0,0
"Rural","70-74","male",24,3,0,2,3,19,5,0,19,5,0,0,19,24,0,0,0,0,24,0,0,0
"Rural","70-74","male",13,4,0,0,9,4,2,0,11,9,0,0,4,9,4,0,0,0,13,0,0,0
"Rural","60-64","female",4,1,0,0,2,2,2,0,2,0,0,3,1,4,0,0,0,0,4,0,0,0
"Rural","20-24","male",5,1,1,0,4,0,4,0,1,1,0,1,3,5,0,0,0,0,5,0,0,0
"Rural","50-54","female",13,2,2,0,11,0,3,0,10,7,0,0,6,11,0,0,2,0,13,0,0,0
"Rural","45-49","male",13,1,0,0,13,0,1,0,12,8,0,0,5,5,0,0,8,0,13,0,0,0
"Rural","40-44","female",42,1,0,10,32,0,3,25,14,38,0,0,4,32,0,10,0,0,17,25,0,0
"Rural","45-49","male",33,1,0,2,29,2,3,16,14,26,4,0,3,3,6,4,10,10,3,30,0,0
"Rural","10-14","female",48,14,0,29,19,0,3,0,45,20,14,4,10,48,0,0,0,0,8,37,0,0
"Rural","15-19","female",65,5,0,54,11,0,3,0,62,6,0,0,59,64,0,1,0,0,3,62,0,0
"Rural","40-44","female",37,2,0,2,35,0,12,18,7,35,0,0,2,8,1,0,10,18,36,0,1,0
"Rural","45-49","female",23,1,0,1,21,1,11,10,2,20,0,0,3,11,10,0,2,0,22,0,0,0
"Rural","15-19","male",7,1,0,0,7,0,2,0,5,5,0,0,2,4,0,0,3,0,7,0,0,0
"Rural","75-79","female",12,0,0,2,9,1,5,0,7,7,0,0,5,12,0,0,0,0,12,0,0,0
"Rural","75-79","male",9,5,0,4,4,1,6,0,3,2,0,0,7,5,0,2,0,2,5,4,0,0
"Rural","40-44","male",25,1,0,1,22,2,4,19,2,11,0,0,14,21,4,0,0,0,6,19,0,0
"Rural","40-44","female",118,2,0,1,115,2,4,114,0,110,4,0,4,68,0,0,0,50,118,0,0,0
"Rural","15-19","female",46,2,0,0,44,2,4,0,42,9,0,0,37,44,1,1,0,0,5,41,0,0
"Rural","50-54","female",4,3,1,0,3,0,4,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0
"Rural","60-64","female",8,1,1,0,7,0,1,0,7,6,1,0,1,8,0,0,0,0,8,0,0,0
"Rural","80+","female",2,0,0,0,2,0,1,0,1,1,1,0,0,1,1,0,0,0,2,0,0,0
"Rural","50-54","male",14,2,0,0,13,1,1,0,13,6,1,0,7,8,0,0,0,6,14,0,0,0
"Rural","25-29","female",14,2,0,1,13,0,1,0,13,6,8,0,0,8,0,0,0,6,1,0,13,0
"Rural","75-79","male",3,0,0,1,2,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0
"Rural","45-49","female",58,1,1,1,55,1,4,45,9,50,2,0,6,5,8,0,0,45,58,0,0,0
"Rural","50-54","female",55,3,1,0,54,0,4,50,1,50,0,0,5,4,0,1,0,50,55,0,0,0
"Rural","45-49","male",59,11,0,0,59,0,2,2,55,40,5,0,14,4,40,10,5,0,54,0,5,0
"Rural","20-24","male",4,2,0,0,4,0,2,0,2,2,0,0,2,1,0,0,2,1,4,0,0,0
"Rural","40-44","female",57,4,0,0,57,0,25,2,30,46,4,0,7,37,20,0,0,0,57,0,0,0
"Rural","80+","male",9,1,0,0,3,6,7,0,2,1,0,5,3,9,0,0,0,0,9,0,0,0
"Rural","70-74","female",7,1,0,0,1,6,7,0,0,0,1,0,6,7,0,0,0,0,7,0,0,0
"Rural","65-69","female",10,0,0,0,7,0,0,0,10,6,4,0,0,0,0,1,3,6,10,0,0,0
"Rural","40-44","female",33,9,0,3,30,0,4,0,29,2,0,0,31,5,0,0,26,2,19,12,2,0
"Rural","45-49","male",25,1,0,7,13,5,1,3,21,21,0,0,4,12,0,0,13,0,9,7,9,0
"Rural","25-29","female",14,3,0,0,14,0,0,0,14,10,0,0,4,5,0,3,1,5,6,0,8,0
"Rural","45-49","male",13,3,0,0,13,0,2,2,9,5,1,0,7,10,0,1,2,0,11,2,0,0
"Rural","50-54","male",3,1,0,0,3,0,0,1,2,1,1,0,1,1,0,0,1,1,1,0,2,0
"Rural","50-54","male",48,3,1,0,47,0,2,0,46,4,0,0,44,31,11,0,2,4,2,14,32,0
"Rural","25-29","female",7,2,1,0,6,0,4,0,3,3,2,0,2,4,0,0,3,0,7,0,0,0
"Rural","50-54","female",43,4,2,1,40,0,3,0,40,14,1,0,28,4,0,26,0,13,4,4,35,0
"Rural","20-24","male",18,6,1,0,17,0,6,0,12,9,0,0,9,5,3,0,10,0,10,8,0,0
"Rural","70-74","female",12,1,0,0,11,1,1,0,11,8,0,0,4,10,0,2,0,0,12,0,0,0
"Rural","70-74","male",7,1,0,0,0,7,1,0,6,0,0,0,7,7,0,0,0,0,7,0,0,0
"Rural","35-39","female",21,1,1,0,19,1,2,0,19,12,0,0,9,5,0,0,2,14,2,2,17,0
"Rural","50-54","male",66,10,1,0,65,0,5,0,61,2,0,0,64,5,0,0,60,1,5,0,61,0
"Rural","20-24","male",21,0,0,0,20,1,2,13,6,7,1,4,9,9,0,6,6,0,15,0,6,0
"Rural","50-54","male",65,14,2,0,62,1,6,16,43,34,4,4,23,23,0,2,37,3,54,6,0,0
"Rural","20-24","female",11,2,1,0,10,0,5,4,2,2,0,0,9,9,0,2,0,0,6,5,0,0
"Rural","20-24","male",10,2,1,0,9,0,6,2,2,2,2,1,5,8,2,0,0,0,8,2,0,0
"Rural","50-54","female",8,2,1,1,6,0,6,0,2,0,2,0,6,8,0,0,0,0,8,0,0,0
"Rural","20-24","female",48,3,1,40,47,0,5,43,0,41,0,0,7,7,0,0,1,40,48,0,0,0
"Rural","25-29","male",30,2,1,7,20,2,6,22,2,9,15,0,6,12,0,14,0,4,6,0,24,0
"Rural","70-74","male",51,0,0,0,48,3,15,0,36,51,0,0,0,36,5,5,0,5,51,0,0,0
"Rural","35-39","male",11,0,0,2,9,0,11,0,0,3,0,0,8,8,0,0,0,3,11,0,0,0
"Rural","10-14","male",20,1,0,13,7,0,2,4,14,14,0,1,5,12,8,0,0,0,20,0,0,0
"Rural","10-14","male",14,8,0,8,6,0,3,0,11,2,0,0,12,14,0,0,0,0,14,0,0,0
"Urban","35-39","female",7,2,0,1,6,0,7,0,0,0,0,0,7,7,0,0,0,0,7,0,0,0
"Urban","60-64","female",10,2,0,2,8,0,6,0,4,4,0,0,6,6,0,0,0,4,10,0,0,0
"Urban","35-39","female",7,4,0,1,6,0,7,0,0,0,0,0,7,7,0,0,0,0,7,0,0,0
"Urban","35-39","male",10,1,0,2,8,0,6,0,4,4,0,0,6,6,0,0,4,0,10,0,0,0
"Urban","5-9","male",7,5,0,1,6,0,7,0,0,0,0,0,7,7,0,0,0,0,7,0,0,0
"Urban","30-34","female",4,1,1,0,3,0,3,0,1,1,0,0,3,3,0,0,0,1,3,1,0,0
"Urban","5-9","female",4,4,0,0,4,0,4,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0
"Urban","25-29","female",2,2,1,0,1,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0
"Urban","25-29","female",2,2,1,0,1,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0
"Urban","35-39","male",26,3,15,17,24,15,3,23,0,15,0,0,11,11,0,0,0,15,26,0,0,0
"Urban","40-44","female",26,2,0,1,25,0,2,2,22,24,0,0,2,26,0,0,0,0,26,0,0,0
"Urban","15-19","female",13,5,0,2,10,1,3,0,10,9,0,0,4,5,0,1,7,0,13,0,0,0
"Urban","10-14","male",9,5,0,4,5,0,3,0,6,3,0,1,5,9,0,0,0,0,9,0,0,0
"Urban","30-34","female",11,3,0,0,11,0,4,0,7,7,0,0,4,4,4,0,0,3,8,3,0,0
"Urban","55-59","female",12,2,0,1,11,0,4,0,8,3,0,0,9,9,0,0,0,3,12,0,0,0
"Urban","35-39","female",3,2,0,1,2,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0
"Urban","55-59","female",9,2,1,1,6,1,7,0,2,2,0,0,7,3,0,1,3,2,9,0,0,0
"Urban","55-59","female",5,1,0,0,5,0,3,0,2,2,0,0,3,3,0,0,0,2,5,0,0,0
"Urban","35-39","female",9,3,2,1,6,0,1,0,8,0,8,0,1,7,2,0,0,0,9,0,0,0
"Urban","45-49","male",55,2,0,1,54,0,2,52,1,51,0,2,2,4,0,0,51,0,55,0,0,0
"Urban","40-44","female",20,2,0,2,18,0,2,7,11,11,0,1,8,10,0,3,3,4,16,4,0,0
"Urban","30-34","male",18,3,2,0,16,0,7,0,11,11,0,0,7,7,0,0,0,11,7,11,0,0
"Urban","55-59","female",12,3,2,0,10,0,6,2,4,4,2,0,6,11,0,0,0,1,8,4,0,0
"Urban","25-29","female",7,7,2,0,5,0,7,0,0,0,0,0,7,7,0,0,0,0,7,0,0,0
"Urban","25-29","female",14,5,2,0,12,0,7,0,7,7,0,0,7,7,0,0,0,7,7,7,0,0
"Urban","45-49","female",6,0,0,0,6,0,2,0,4,4,0,0,2,3,0,3,0,0,6,0,0,0
"Urban","35-39","male",2,2,1,0,1,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0
"Urban","65-69","male",9,5,2,0,3,4,5,0,4,4,0,0,5,9,0,0,0,0,9,0,0,0
"Urban","35-39","female",8,4,0,1,6,1,4,0,4,4,0,0,4,8,0,0,0,0,8,0,0,0
"Urban","5-9","male",4,4,0,0,3,1,4,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0
"Urban","35-39","female",12,4,2,1,9,0,2,0,10,10,0,0,2,10,0,2,0,0,12,0,0,0
"Urban","35-39","male",11,3,0,1,10,0,2,0,9,8,1,0,2,7,1,0,0,3,11,0,0,0
"Urban","5-9","male",61,16,0,52,8,1,2,0,59,1,0,0,60,60,1,0,0,0,2,59,0,0
"Urban","35-39","male",5,1,0,1,4,0,2,0,3,0,0,0,5,2,0,0,0,3,5,0,0,0
"Urban","70-74","male",6,1,0,0,4,2,1,0,5,5,0,0,1,4,0,2,0,0,6,0,0,0
"Urban","65-69","female",4,1,1,0,1,2,1,0,3,3,0,0,1,1,1,0,2,0,4,0,0,0
"Urban","40-44","male",10,6,0,1,9,0,1,0,9,2,0,0,8,3,0,0,5,2,1,9,0,0
"Urban","35-39","female",14,7,1,3,9,1,2,0,12,2,0,0,12,14,0,0,0,0,14,0,0,0
"Urban","10-14","female",12,3,1,1,9,1,2,0,10,9,0,0,3,7,0,5,0,0,12,0,0,0
"Urban","55-59","female",3,2,0,0,3,0,3,0,0,0,0,0,3,2,0,0,0,1,3,0,0,0
"Urban","40-44","male",69,12,0,1,68,0,2,47,20,60,0,3,6,68,0,1,0,0,69,0,0,0
"Urban","5-9","male",25,18,0,15,8,2,4,0,21,20,0,0,5,24,0,0,0,1,5,20,0,0
"Urban","40-44","female",83,1,0,1,82,0,2,68,13,75,3,0,5,72,11,0,0,0,83,0,0,0
"Urban","40-44","male",15,2,0,1,14,0,2,7,6,5,3,0,7,12,0,0,3,0,12,3,0,0
"Urban","75-79","female",9,0,0,1,2,6,3,0,6,0,0,3,6,7,0,0,0,2,9,0,0,0
"Urban","40-44","female",7,1,0,1,4,2,4,0,3,3,0,0,4,4,0,0,0,3,7,0,0,0
"Urban","70-74","male",23,22,0,1,2,20,3,0,20,0,0,0,23,23,0,0,0,0,23,0,0,0
"Urban","40-44","male",42,2,0,1,39,2,5,30,7,2,0,0,40,10,2,0,30,0,10,32,0,0
"Urban","50-54","female",5,1,0,1,2,2,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0
"Urban","80+","male",15,7,0,1,13,1,4,0,11,6,5,0,4,4,0,0,0,11,0,0,0,0
"Urban","30-34","male",7,0,0,0,7,0,0,0,7,7,0,0,0,3,0,0,0,4,5,2,0,0
"Urban","80+","male",1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Urban","45-49","female",1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Urban","30-34","female",7,3,1,0,6,0,3,0,4,2,0,0,5,3,0,1,0,3,4,3,0,0
"Urban","55-59","female",8,1,1,0,7,0,5,0,3,5,0,0,3,5,2,0,1,0,8,0,0,0
"Urban","55-59","male",35,2,1,0,34,0,2,30,3,2,0,30,3,3,0,30,2,0,35,0,0,0
"Urban","40-44","male",30,2,0,1,28,1,3,24,3,3,21,0,6,10,0,3,17,0,30,0,0,0
"Urban","70-74","female",10,1,0,1,4,5,3,0,7,2,0,5,3,10,0,0,0,0,10,0,0,0
"Urban","10-14","male",53,7,0,46,6,1,3,0,50,46,1,3,3,51,1,1,0,0,53,0,0,0
"Urban","35-39","female",64,3,0,44,19,1,3,53,8,18,1,5,40,19,36,1,8,0,4,60,0,0
"Urban","45-49","male",14,1,0,0,14,0,1,2,11,2,0,0,12,1,0,2,11,0,3,11,0,0
"Urban","70-74","male",3,1,0,0,3,0,1,0,2,2,0,0,1,1,0,0,0,2,1,2,0,0
"Urban","55-59","female",7,1,0,0,6,1,1,0,6,0,0,6,1,7,0,0,0,0,7,0,0,0
"Urban","40-44","female",9,2,0,1,8,0,2,0,7,5,2,0,2,6,0,0,2,1,9,0,0,0
"Urban","40-44","male",136,2,0,1,135,0,2,133,1,3,2,0,131,28,4,100,4,0,136,0,0,0
"Urban","10-14","male",66,4,0,55,11,0,2,0,64,55,1,0,10,64,2,0,0,0,10,56,0,0
"Urban","45-49","male",45,2,0,31,14,0,2,35,8,43,0,0,2,35,0,10,0,0,12,33,0,0
"Urban","45-49","female",18,2,0,1,17,0,2,13,3,13,0,1,4,4,10,1,0,3,17,1,0,0
"Urban","65-69","female",8,1,0,0,5,3,2,0,7,3,1,0,4,1,2,0,3,2,3,5,0,0
"Urban","65-69","male",3,0,0,0,2,1,2,0,1,1,0,0,2,2,1,0,0,0,3,0,0,0
"Urban","55-59","male",12,4,0,0,12,0,2,3,7,5,0,0,7,10,0,0,2,0,10,2,0,0
"Urban","45-49","male",14,1,0,2,11,1,7,0,7,7,0,0,7,12,0,2,0,0,12,2,0,0
"Urban","20-24","male",8,1,0,2,5,1,7,0,1,3,0,4,1,7,0,0,0,1,8,0,0,0
"Urban","35-39","female",7,3,0,1,6,0,1,0,6,3,1,0,3,0,1,0,6,0,4,3,0,0
"Urban","60-64","male",12,4,1,0,11,0,2,0,10,4,3,0,5,12,0,0,0,0,9,3,0,0
"Urban","55-59","female",5,1,1,0,4,0,2,0,3,3,0,0,2,5,0,0,0,0,5,0,0,0
"Urban","70-74","female",10,1,0,0,3,5,1,0,9,7,2,0,1,7,3,0,0,0,10,0,0,0
"Urban","50-54","female",23,2,0,0,23,0,2,18,3,18,0,0,5,20,3,0,0,0,23,0,0,0
"Urban","75-79","female",8,1,0,0,1,7,2,0,6,1,0,6,1,7,0,1,0,0,8,0,0,0
"Urban","75-79","male",12,1,0,0,3,9,1,0,11,11,0,0,1,2,7,3,0,0,12,0,0,0
"Urban","45-49","male",37,5,0,0,37,0,1,29,7,22,0,0,15,33,0,0,1,3,37,0,0,0
"Urban","45-49","female",44,1,0,0,44,0,1,35,8,2,0,0,42,26,0,18,0,0,38,6,0,0
"Urban","45-49","male",38,2,0,1,37,0,2,32,4,22,2,0,14,10,2,21,5,0,34,4,0,0
"Urban","45-49","female",76,3,0,0,76,0,3,34,39,65,0,0,11,8,0,3,0,65,37,39,0,0
"Urban","45-49","male",52,11,0,0,52,0,2,50,0,40,0,0,12,41,0,0,11,0,52,0,0,0
"Urban","35-39","male",73,3,0,2,19,0,4,65,4,54,15,0,4,21,50,0,2,0,73,0,0,0
"Urban","10-14","female",11,4,0,5,6,0,3,0,8,4,4,0,3,11,0,0,0,0,11,0,0,0
"Urban","35-39","female",24,3,0,1,23,0,3,8,13,1,3,0,12,12,0,0,8,4,8,13,3,0
"Urban","30-34","female",9,2,0,1,8,0,3,3,3,5,0,0,4,6,0,1,0,2,3,6,0,0
"Urban","40-44","female",38,3,0,1,37,0,2,28,8,27,0,0,11,5,28,5,0,0,32,6,0,0
"Urban","65-69","male",11,2,1,0,9,4,4,0,7,7,0,0,4,9,0,0,0,2,11,0,0,0
"Urban","65-69","female",10,3,1,0,8,5,4,0,6,5,1,0,4,9,1,0,0,0,10,0,0,0
"Urban","35-39","male",50,14,1,0,47,2,4,40,6,4,2,0,44,18,0,0,30,2,9,41,0,0
"Urban","30-34","female",109,3,1,80,26,2,4,100,5,83,7,0,19,107,0,0,0,2,106,0,0,0
"Urban","40-44","female",13,4,0,1,12,0,1,0,12,5,0,2,6,2,0,4,4,3,7,0,5,0
"Urban","25-29","male",23,3,1,0,19,2,4,19,0,6,0,0,17,17,0,0,0,6,23,0,0,0
"Urban","55-59","male",6,2,1,0,5,0,4,0,2,2,0,0,4,4,0,0,2,0,6,0,0,0
"Urban","25-29","male",17,1,0,0,17,0,3,4,10,10,0,0,7,17,0,0,0,0,17,0,0,0
"Urban","40-44","female",8,3,0,2,6,0,3,0,5,1,0,0,7,7,0,1,0,0,8,0,0,0
"Urban","15-19","male",34,7,0,27,7,0,3,0,31,0,2,0,32,34,0,0,0,0,3,31,0,0
"Urban","10-14","female",67,11,0,58,9,0,3,0,64,58,0,5,4,63,1,0,3,0,67,0,0,0
"Urban","45-49","female",7,1,0,0,7,0,1,6,0,0,0,0,7,7,0,0,0,0,7,0,0,0
"Urban","60-64","male",6,2,0,0,6,0,2,0,4,4,0,0,2,2,0,1,3,0,5,1,0,0
"Urban","25-29","female",18,10,0,0,18,0,4,11,3,2,0,2,14,15,0,0,0,3,4,11,3,0
"Urban","55-59","female",11,0,0,0,11,0,3,0,8,5,0,0,6,10,1,0,0,0,11,0,0,0
"Urban","30-34","male",8,0,0,0,8,0,4,3,1,1,0,0,7,5,0,0,3,0,5,0,3,0
"Urban","50-54","male",33,2,0,1,32,0,2,0,31,18,0,0,15,30,3,0,0,0,33,0,0,0
"Urban","50-54","female",9,0,0,0,8,1,0,0,9,6,2,0,1,9,0,0,0,0,9,0,0,0
"Urban","50-54","male",7,2,0,0,7,0,1,0,6,6,0,0,1,7,0,0,0,0,7,0,0,0
"Urban","40-44","male",3,2,0,1,2,0,2,0,1,1,0,0,2,3,0,0,0,0,3,0,0,0
"Urban","25-29","female",19,2,1,0,18,0,2,11,6,8,3,0,8,8,3,0,2,6,19,0,0,0
"Urban","50-54","female",15,7,3,1,10,1,15,0,0,2,0,0,13,13,2,0,0,0,15,0,0,0
"Urban","25-29","female",10,9,2,1,6,1,10,0,0,0,0,0,10,10,0,0,0,0,10,0,0,0
"Urban","55-59","female",17,0,0,0,17,0,0,0,17,2,0,5,10,15,0,2,0,0,17,0,0,0
