loc_missing,cnt_with_hhm,cnt_grandparents,cnt_kindergarden,cnt_hhm_id,cont_id
0,FALSE,FALSE,FALSE,2005957000002,2005957000003023
0,TRUE,FALSE,FALSE,NA,2005957000003024
0,FALSE,FALSE,FALSE,2005957000004,2005957000003025
0,TRUE,FALSE,FALSE,NA,2005957000003026
0,TRUE,FALSE,FALSE,NA,2005957000003027
0,TRUE,FALSE,FALSE,NA,2005957000003028
0,TRUE,FALSE,FALSE,NA,2005957000003029
0,TRUE,FALSE,FALSE,NA,2005957000003030
0,FALSE,FALSE,FALSE,20059570,2005957000004001
0,TRUE,FALSE,FALSE,NA,2005957000004002
0,TRUE,FALSE,FALSE,NA,2005957000004003
0,TRUE,FALSE,FALSE,NA,2005957000004004
0,TRUE,FALSE,FALSE,NA,2005957000004005
0,TRUE,FALSE,FALSE,NA,2005957000004006
0,TRUE,FALSE,FALSE,NA,2005957000004007
0,TRUE,FALSE,FALSE,NA,2005957000004008
0,TRUE,FALSE,FALSE,NA,2005957000004009
0,TRUE,FALSE,FALSE,NA,2005957000004010
0,TRUE,FALSE,FALSE,NA,2005957000004011
0,FALSE,FALSE,FALSE,2005957000001,2005957000004012
0,TRUE,FALSE,FALSE,NA,2005957000004013
0,TRUE,FALSE,FALSE,NA,2005957000004014
0,TRUE,FALSE,FALSE,NA,2005957000004015
0,TRUE,FALSE,FALSE,NA,2005957000004016
0,TRUE,FALSE,FALSE,NA,2005957000004017
0,TRUE,FALSE,FALSE,NA,2005957000004018
0,TRUE,FALSE,FALSE,NA,2005957000004019
0,TRUE,FALSE,FALSE,NA,2005957000004020
0,TRUE,FALSE,FALSE,NA,2005957000004021
0,TRUE,FALSE,FALSE,NA,2005957000004022
0,FALSE,FALSE,FALSE,2005957000002,2005957000004023
0,TRUE,FALSE,FALSE,NA,2005957000004024
0,FALSE,FALSE,FALSE,2005957000003,2005957000004025
0,TRUE,FALSE,FALSE,NA,2005957000004026
0,TRUE,FALSE,FALSE,NA,2005957000004027
0,TRUE,FALSE,FALSE,NA,2005957000004028
0,TRUE,FALSE,FALSE,NA,2005957000004029
0,TRUE,FALSE,FALSE,NA,2005957000004030
0,FALSE,NA,NA,20059651,2005965100001001
0,TRUE,NA,NA,NA,2005965100001002
0,TRUE,NA,NA,NA,2005965100001003
0,FALSE,NA,NA,2005965100004,2005965100001004
0,FALSE,NA,NA,2005965100003,2005965100001005
0,TRUE,NA,NA,NA,2005965100001006
0,TRUE,NA,NA,NA,2005965100001007
0,TRUE,NA,NA,NA,2005965100001008
0,TRUE,NA,NA,NA,2005965100001009
0,TRUE,NA,NA,NA,2005965100001010
0,TRUE,NA,NA,NA,2005965100001011
0,TRUE,NA,NA,NA,2005965100001012
0,TRUE,NA,NA,NA,2005965100001013
0,TRUE,NA,NA,NA,2005965100001014
0,TRUE,NA,NA,NA,2005965100001015
0,TRUE,NA,NA,NA,2005965100001016
0,TRUE,NA,NA,NA,2005965100001017
0,TRUE,NA,NA,NA,2005965100001018
0,TRUE,NA,NA,NA,2005965100001019
0,TRUE,NA,NA,NA,2005965100001020
0,TRUE,NA,NA,NA,2005965100001021
0,TRUE,NA,NA,NA,2005965100001022
0,FALSE,NA,NA,2005965100002,2005965100001023
0,TRUE,NA,NA,NA,2005965100001024
0,TRUE,NA,NA,NA,2005965100001025
0,TRUE,NA,NA,NA,2005965100001026
0,TRUE,NA,NA,NA,2005965100001027
0,TRUE,NA,NA,NA,2005965100001028
0,TRUE,NA,NA,NA,2005965100001029
0,TRUE,NA,NA,NA,2005965100002001
0,TRUE,NA,NA,NA,2005965100002002
0,FALSE,NA,NA,2005965100003,2005965100002003
0,FALSE,NA,NA,2005965100004,2005965100002004
0,TRUE,NA,NA,NA,2005965100002005
0,TRUE,NA,NA,NA,2005965100002006
0,TRUE,NA,NA,NA,2005965100002007
0,TRUE,NA,NA,NA,2005965100002008
0,TRUE,NA,NA,NA,2005965100002009
0,TRUE,NA,NA,NA,2005965100002010
0,TRUE,NA,NA,NA,2005965100002011
0,TRUE,NA,NA,NA,2005965100002012
0,TRUE,NA,NA,NA,2005965100002013
0,TRUE,NA,NA,NA,2005965100002014
0,TRUE,NA,NA,NA,2005965100002015
0,TRUE,NA,NA,NA,2005965100002016
0,TRUE,NA,NA,NA,2005965100002017
0,TRUE,NA,NA,NA,2005965100002018
0,TRUE,NA,NA,NA,2005965100002019
0,FALSE,NA,NA,2005965100001,2005965100002020
0,FALSE,NA,NA,20059651,2005965100002021
0,TRUE,NA,NA,NA,2005965100002022
0,TRUE,NA,NA,NA,2005965100002023
0,TRUE,NA,NA,NA,2005965100002024
0,TRUE,NA,NA,NA,2005965100002025
0,TRUE,TRUE,FALSE,NA,2005965100003001
0,TRUE,FALSE,FALSE,NA,2005965100003002
0,FALSE,TRUE,FALSE,2005965100004,2005965100003003
0,TRUE,FALSE,FALSE,NA,2005965100003004
0,TRUE,TRUE,FALSE,NA,2005965100003005
0,FALSE,FALSE,FALSE,20059651,2005965100003006
0,FALSE,FALSE,FALSE,2005965100001,2005965100003007
0,FALSE,FALSE,FALSE,2005965100002,2005965100003008
0,TRUE,FALSE,FALSE,NA,2005965100003009
0,TRUE,FALSE,FALSE,NA,2005965100003010
0,TRUE,FALSE,FALSE,NA,2005965100003011
0,TRUE,FALSE,FALSE,NA,2005965100003012
0,TRUE,TRUE,FALSE,NA,2005965100004001
0,TRUE,FALSE,FALSE,NA,2005965100004002
0,TRUE,FALSE,FALSE,NA,2005965100004003
0,TRUE,FALSE,FALSE,NA,2005965100004004
0,FALSE,FALSE,FALSE,2005965100003,2005965100004005
0,TRUE,FALSE,FALSE,NA,2005965100004006
0,TRUE,FALSE,FALSE,NA,2005965100004007
0,TRUE,FALSE,FALSE,NA,2005965100004008
0,TRUE,FALSE,FALSE,NA,2005965100004009
0,TRUE,TRUE,FALSE,NA,2005965100004010
1,FALSE,FALSE,FALSE,20059651,2005965100004011
0,FALSE,FALSE,FALSE,2005965100001,2005965100004012
0,FALSE,FALSE,FALSE,2005965100002,2005965100004013
0,TRUE,FALSE,FALSE,NA,2005965100004014
0,TRUE,FALSE,FALSE,NA,2005965100004015
0,TRUE,FALSE,FALSE,NA,2005965100004016
0,TRUE,FALSE,FALSE,NA,2005965100004017
0,FALSE,NA,NA,20059716,2005971600001001
0,TRUE,NA,NA,NA,2005971600001002
0,TRUE,NA,NA,NA,2005971600001003
0,TRUE,NA,NA,NA,2005971600001004
0,TRUE,NA,NA,NA,2005971600001005
0,TRUE,NA,NA,NA,2005971600001006
0,TRUE,NA,NA,NA,2005971600001007
0,TRUE,NA,NA,NA,2005971600001008
0,TRUE,NA,NA,NA,2005971600001009
0,TRUE,NA,NA,NA,2005971600001010
0,TRUE,NA,NA,NA,2005971600001011
0,TRUE,NA,NA,NA,2005971600001012
0,TRUE,NA,NA,NA,2005971600001013
0,TRUE,NA,NA,NA,2005971600001014
0,TRUE,NA,NA,NA,2005971600001015
0,TRUE,NA,NA,NA,2005971600001016
0,TRUE,NA,NA,NA,2005971600001017
0,TRUE,NA,NA,NA,2005971600001018
0,TRUE,NA,NA,NA,2005971600001019
0,TRUE,NA,NA,NA,2005971600001020
0,TRUE,NA,NA,NA,2005971600001021
0,TRUE,NA,NA,NA,2005971600001022
0,TRUE,NA,NA,NA,2005971600001023
0,TRUE,NA,NA,NA,2005971600001024
0,TRUE,NA,NA,NA,2005971600001025
0,TRUE,NA,NA,NA,2005971600001026
0,TRUE,NA,NA,NA,2005971600001027
0,TRUE,NA,NA,NA,2005971600001028
1,FALSE,NA,NA,2005971600002,2005971600001029
0,FALSE,NA,NA,2005971600003,2005971600001030
0,FALSE,NA,NA,2005971600004,2005971600001031
0,TRUE,NA,NA,NA,2005971600001032
0,TRUE,NA,NA,NA,2005971600001033
0,TRUE,NA,NA,NA,2005971600001034
0,FALSE,NA,NA,2005971600001,2005971600002001
0,TRUE,NA,NA,NA,2005971600002002
0,TRUE,NA,NA,NA,2005971600002003
0,TRUE,NA,NA,NA,2005971600002004
0,TRUE,NA,NA,NA,2005971600002005
0,TRUE,NA,NA,NA,2005971600002006
0,TRUE,NA,NA,NA,2005971600002007
0,TRUE,NA,NA,NA,2005971600002008
0,TRUE,NA,NA,NA,2005971600002009
0,TRUE,NA,NA,NA,2005971600002010
0,TRUE,NA,NA,NA,2005971600002011
0,FALSE,NA,NA,20059716,2005971600002012
0,TRUE,NA,NA,NA,2005971600002013
0,TRUE,NA,NA,NA,2005971600002014
0,TRUE,NA,NA,NA,2005971600002015
0,TRUE,NA,NA,NA,2005971600002016
0,TRUE,NA,NA,NA,2005971600002017
0,TRUE,NA,NA,NA,2005971600002018
0,TRUE,NA,NA,NA,2005971600002019
0,TRUE,NA,NA,NA,2005971600002020
0,TRUE,NA,NA,NA,2005971600002021
0,TRUE,NA,NA,NA,2005971600002022
0,FALSE,NA,NA,2005971600003,2005971600002023
0,TRUE,NA,NA,NA,2005971600002024
0,TRUE,NA,NA,NA,2005971600002025
0,TRUE,NA,NA,NA,2005971600002026
0,TRUE,NA,NA,NA,2005971600002027
0,TRUE,NA,NA,NA,2005971600002028
0,TRUE,NA,NA,NA,2005971600002029
0,TRUE,NA,NA,NA,2005971600002030
0,TRUE,NA,NA,NA,2005971600002031
0,TRUE,NA,NA,NA,2005971600002032
0,TRUE,NA,NA,NA,2005971600002033
0,FALSE,NA,NA,2005971600004,2005971600002034
0,TRUE,NA,NA,NA,2005971600002035
0,TRUE,NA,NA,NA,2005971600002036
0,TRUE,NA,NA,NA,2005971600002037
0,TRUE,NA,NA,NA,2005971600002038
0,TRUE,NA,NA,NA,2005971600002039
0,TRUE,NA,NA,NA,2005971600002040
0,TRUE,NA,NA,NA,2005971600002041
0,TRUE,NA,NA,NA,2005971600002042
0,TRUE,NA,NA,NA,2005971600002043
0,TRUE,NA,NA,NA,2005971600002044
0,TRUE,FALSE,FALSE,NA,2005971600003001
0,FALSE,FALSE,FALSE,2005971600002,2005971600003002
0,FALSE,FALSE,FALSE,2005971600004,2005971600003003
0,TRUE,FALSE,FALSE,NA,2005971600003004
0,TRUE,FALSE,FALSE,NA,2005971600003005
0,TRUE,FALSE,FALSE,NA,2005971600003006
0,TRUE,FALSE,FALSE,NA,2005971600003007
0,TRUE,FALSE,FALSE,NA,2005971600003008
0,TRUE,FALSE,FALSE,NA,2005971600003009
0,TRUE,FALSE,FALSE,NA,2005971600003010
0,TRUE,FALSE,FALSE,NA,2005971600003011
0,TRUE,FALSE,FALSE,NA,2005971600003012
0,FALSE,FALSE,FALSE,20059716,2005971600003013
0,FALSE,FALSE,FALSE,2005971600001,2005971600003014
0,FALSE,NA,NA,20059792,2005979200001001
0,TRUE,NA,NA,NA,2005979200001002
0,TRUE,NA,NA,NA,2005979200001003
0,TRUE,NA,NA,NA,2005979200001004
0,TRUE,NA,NA,NA,2005979200001005
0,TRUE,NA,NA,NA,2005979200001006
0,TRUE,NA,NA,NA,2005979200001007
0,TRUE,NA,NA,NA,2005979200001008
0,TRUE,NA,NA,NA,2005979200001009
0,TRUE,NA,NA,NA,2005979200001010
0,TRUE,NA,NA,NA,2005979200001011
0,FALSE,NA,NA,2005979200002,2005979200001012
0,TRUE,NA,NA,NA,2005979200001013
0,TRUE,NA,NA,NA,2005979200001014
0,TRUE,NA,NA,NA,2005979200001015
0,TRUE,NA,NA,NA,2005979200001016
0,TRUE,NA,NA,NA,2005979200001017
0,TRUE,NA,NA,NA,2005979200001018
0,TRUE,NA,NA,NA,2005979200001019
0,TRUE,NA,NA,NA,2005979200001020
0,TRUE,NA,NA,NA,2005979200001021
0,TRUE,NA,NA,NA,2005979200001022
0,FALSE,NA,NA,2005979200003,2005979200001023
0,TRUE,NA,NA,NA,2005979200001024
0,TRUE,NA,NA,NA,2005979200001025
0,TRUE,NA,NA,NA,2005979200001026
0,TRUE,NA,NA,NA,2005979200001027
0,TRUE,NA,NA,NA,2005979200001028
0,TRUE,NA,NA,NA,2005979200001029
0,TRUE,NA,NA,NA,2005979200001030
0,TRUE,NA,NA,NA,2005979200001031
0,TRUE,NA,NA,NA,2005979200001032
0,TRUE,NA,NA,NA,2005979200001033
0,TRUE,NA,NA,NA,2005979200001034
0,TRUE,NA,NA,NA,2005979200001035
0,TRUE,NA,NA,NA,2005979200001036
0,TRUE,NA,NA,NA,2005979200001037
0,FALSE,TRUE,FALSE,20059792,2005979200002001
0,TRUE,TRUE,FALSE,NA,2005979200002002
0,TRUE,FALSE,FALSE,NA,2005979200002003
0,TRUE,FALSE,FALSE,NA,2005979200002004
0,TRUE,FALSE,FALSE,NA,2005979200002005
0,TRUE,FALSE,FALSE,NA,2005979200002006
0,TRUE,FALSE,FALSE,NA,2005979200002007
0,TRUE,FALSE,FALSE,NA,2005979200002008
0,TRUE,FALSE,FALSE,NA,2005979200002009
0,TRUE,FALSE,FALSE,NA,2005979200002010
0,TRUE,FALSE,FALSE,NA,2005979200002011
0,FALSE,TRUE,FALSE,2005979200001,2005979200002012
0,TRUE,FALSE,FALSE,NA,2005979200002013
0,TRUE,FALSE,FALSE,NA,2005979200002014
0,TRUE,FALSE,FALSE,NA,2005979200002015
0,TRUE,TRUE,FALSE,NA,2005979200002016
0,TRUE,TRUE,FALSE,NA,2005979200002017
0,TRUE,TRUE,FALSE,NA,2005979200002018
0,TRUE,FALSE,FALSE,NA,2005979200002019
0,TRUE,TRUE,FALSE,NA,2005979200002020
0,TRUE,TRUE,FALSE,NA,2005979200002021
0,TRUE,TRUE,FALSE,NA,2005979200002022
0,FALSE,TRUE,FALSE,2005979200003,2005979200002023
0,TRUE,TRUE,FALSE,NA,2005979200002024
0,TRUE,TRUE,FALSE,NA,2005979200002025
0,TRUE,TRUE,FALSE,NA,2005979200002026
0,TRUE,TRUE,FALSE,NA,2005979200002027
0,TRUE,TRUE,FALSE,NA,2005979200002028
0,TRUE,TRUE,FALSE,NA,2005979200002029
0,TRUE,TRUE,FALSE,NA,2005979200002030
0,FALSE,TRUE,FALSE,20059792,2005979200003001
0,TRUE,TRUE,FALSE,NA,2005979200003002
0,TRUE,FALSE,FALSE,NA,2005979200003003
0,TRUE,FALSE,FALSE,NA,2005979200003004
0,TRUE,FALSE,FALSE,NA,2005979200003005
0,TRUE,FALSE,FALSE,NA,2005979200003006
0,TRUE,FALSE,FALSE,NA,2005979200003007
0,FALSE,TRUE,FALSE,2005979200001,2005979200003008
0,FALSE,TRUE,FALSE,2005979200002,2005979200003009
0,TRUE,TRUE,FALSE,NA,2005979200003010
0,TRUE,TRUE,FALSE,NA,2005979200003011
0,TRUE,TRUE,FALSE,NA,2005979200003012
0,TRUE,TRUE,FALSE,NA,2005979200003013
0,TRUE,TRUE,FALSE,NA,2005979200003014
0,TRUE,TRUE,FALSE,NA,2005979200003015
0,FALSE,NA,NA,20059874,2005987400001001
0,FALSE,NA,NA,2005987400003,2005987400001002
0,FALSE,NA,NA,2005987400002,2005987400001003
0,TRUE,NA,NA,NA,2005987400001004
0,TRUE,NA,NA,NA,2005987400001005
0,FALSE,FALSE,FALSE,20059874,2005987400002001
0,FALSE,FALSE,FALSE,2005987400001,2005987400002002
0,FALSE,FALSE,FALSE,2005987400003,2005987400002003
0,TRUE,TRUE,FALSE,NA,2005987400002004
0,FALSE,FALSE,FALSE,20059874,2005987400003001
0,TRUE,FALSE,FALSE,NA,2005987400003002
0,FALSE,FALSE,FALSE,2005987400001,2005987400003003
0,FALSE,FALSE,FALSE,2005987400002,2005987400003004
0,TRUE,FALSE,FALSE,NA,2005987400003005
0,TRUE,FALSE,FALSE,NA,2005987400003006
0,TRUE,FALSE,FALSE,NA,2005987400003007
0,TRUE,FALSE,FALSE,NA,2005987400003008
0,TRUE,FALSE,FALSE,NA,2005987400003009
0,TRUE,FALSE,FALSE,NA,2005987400003010
0,FALSE,NA,NA,2006015900003,2006015900001001
0,FALSE,NA,NA,2006015900002,2006015900001002
0,TRUE,NA,NA,NA,2006015900001003
0,TRUE,NA,NA,NA,2006015900001004
0,TRUE,NA,NA,NA,2006015900001005
0,TRUE,NA,NA,NA,2006015900001006
0,FALSE,FALSE,FALSE,2006015900001,2006015900002001
0,TRUE,FALSE,FALSE,NA,2006015900002002
0,TRUE,FALSE,FALSE,NA,2006015900002003
1,TRUE,FALSE,FALSE,NA,2006015900002004
1,TRUE,FALSE,FALSE,NA,2006015900002005
1,TRUE,FALSE,FALSE,NA,2006015900002006
1,TRUE,FALSE,FALSE,NA,2006015900002007
0,TRUE,FALSE,FALSE,NA,2006015900002008
0,TRUE,FALSE,FALSE,NA,2006015900002009
0,TRUE,FALSE,FALSE,NA,2006015900002010
0,TRUE,TRUE,FALSE,NA,2006015900002011
0,FALSE,FALSE,FALSE,2006015900003,2006015900002012
1,TRUE,FALSE,FALSE,NA,2006015900002013
0,TRUE,FALSE,FALSE,NA,2006015900002014
0,TRUE,FALSE,FALSE,NA,2006015900002015
0,TRUE,FALSE,FALSE,NA,2006015900002016
0,TRUE,FALSE,FALSE,NA,2006015900002017
0,TRUE,FALSE,FALSE,NA,2006015900002018
0,TRUE,FALSE,FALSE,NA,2006015900002019
0,TRUE,FALSE,FALSE,NA,2006015900002020
0,TRUE,FALSE,FALSE,NA,2006015900002021
0,TRUE,FALSE,FALSE,NA,2006015900002022
0,FALSE,FALSE,FALSE,2006015900001,2006015900003001
0,TRUE,FALSE,FALSE,NA,2006015900003002
0,TRUE,FALSE,FALSE,NA,2006015900003003
0,TRUE,FALSE,FALSE,NA,2006015900003004
0,TRUE,FALSE,FALSE,NA,2006015900003005
0,TRUE,FALSE,FALSE,NA,2006015900003006
0,TRUE,FALSE,FALSE,NA,2006015900003007
0,TRUE,FALSE,FALSE,NA,2006015900003008
0,TRUE,FALSE,FALSE,NA,2006015900003009
0,TRUE,FALSE,FALSE,NA,2006015900003010
0,TRUE,FALSE,FALSE,NA,2006015900003011
0,FALSE,FALSE,FALSE,2006015900002,2006015900003012
0,TRUE,FALSE,FALSE,NA,2006015900003013
0,TRUE,FALSE,FALSE,NA,2006015900003014
0,TRUE,FALSE,FALSE,NA,2006015900003015
0,TRUE,FALSE,FALSE,NA,2006015900003016
0,FALSE,FALSE,FALSE,20060159,2006015900003017
0,TRUE,FALSE,FALSE,NA,2006015900003018
0,TRUE,FALSE,FALSE,NA,2006015900003019
0,TRUE,FALSE,FALSE,NA,2006015900003020
0,TRUE,FALSE,FALSE,NA,2006015900003021
0,TRUE,FALSE,FALSE,NA,2006015900003022
0,TRUE,FALSE,FALSE,NA,2006015900003023
0,TRUE,FALSE,FALSE,NA,2006015900003024
0,FALSE,NA,NA,20060235,2006023500001001
0,TRUE,NA,NA,NA,2006023500001002
0,TRUE,NA,NA,NA,2006023500001003
0,TRUE,NA,NA,NA,2006023500001004
0,FALSE,NA,NA,2006023500003,2006023500001005
0,FALSE,NA,NA,2006023500002,2006023500001006
0,TRUE,NA,NA,NA,2006023500001007
0,TRUE,NA,NA,NA,2006023500001008
0,TRUE,NA,NA,NA,2006023500001009
0,TRUE,NA,NA,NA,2006023500001010
0,TRUE,NA,NA,NA,2006023500001011
0,TRUE,NA,NA,NA,2006023500001012
0,FALSE,FALSE,FALSE,20060235,2006023500002001
0,TRUE,FALSE,FALSE,NA,2006023500002002
0,TRUE,FALSE,FALSE,NA,2006023500002003
0,TRUE,FALSE,FALSE,NA,2006023500002004
0,TRUE,FALSE,FALSE,NA,2006023500002005
0,TRUE,FALSE,FALSE,NA,2006023500002006
0,FALSE,FALSE,FALSE,2006023500003,2006023500002007
0,FALSE,FALSE,FALSE,2006023500001,2006023500002008
0,TRUE,FALSE,FALSE,NA,2006023500002009
0,TRUE,FALSE,FALSE,NA,2006023500002010
0,TRUE,FALSE,FALSE,NA,2006023500002011
0,TRUE,FALSE,FALSE,NA,2006023500002012
0,TRUE,FALSE,FALSE,NA,2006023500002013
0,TRUE,FALSE,FALSE,NA,2006023500002014
0,FALSE,FALSE,FALSE,20060235,2006023500003001
0,TRUE,FALSE,FALSE,NA,2006023500003002
0,TRUE,FALSE,FALSE,NA,2006023500003003
0,TRUE,FALSE,FALSE,NA,2006023500003004
0,TRUE,FALSE,FALSE,NA,2006023500003005
0,TRUE,FALSE,FALSE,NA,2006023500003006
0,TRUE,FALSE,FALSE,NA,2006023500003007
0,TRUE,FALSE,FALSE,NA,2006023500003008
0,TRUE,FALSE,FALSE,NA,2006023500003009
0,TRUE,FALSE,FALSE,NA,2006023500003010
0,TRUE,FALSE,FALSE,NA,2006023500003011
0,FALSE,FALSE,FALSE,2006023500001,2006023500003012
0,TRUE,FALSE,FALSE,NA,2006023500003013
0,TRUE,FALSE,FALSE,NA,2006023500003014
0,TRUE,FALSE,FALSE,NA,2006023500003015
0,FALSE,FALSE,FALSE,2006023500002,2006023500003016
0,TRUE,FALSE,FALSE,NA,2006023500003017
0,TRUE,FALSE,FALSE,NA,2006023500003018
0,TRUE,FALSE,FALSE,NA,2006023500003019
0,TRUE,FALSE,FALSE,NA,2006023500003020
0,TRUE,FALSE,FALSE,NA,2006023500003021
0,TRUE,FALSE,FALSE,NA,2006023500003022
0,FALSE,NA,NA,20060465,2006046500001001
0,FALSE,NA,NA,2006046500002,2006046500001002
0,TRUE,NA,NA,NA,2006046500001003
0,TRUE,NA,NA,NA,2006046500001004
0,TRUE,NA,NA,NA,2006046500001005
0,TRUE,NA,NA,NA,2006046500001006
0,TRUE,NA,NA,NA,2006046500001007
